behind it a bar with chairs and two people , and a bench with one person lying on it . 	 two people 	32	42	1	0
a room with wooden walls . 	 walls 	19	24	0	0
a room with wooden walls . 	 walls 	19	24	0	0
in the corner on the right there is a bunk bed made of wood , another single bed made of wood on the left , and a night table in between . 	 wood 	55	59	0	1
in the corner on the right there is a bunk bed made of wood , another single bed made of wood on the left , and a night table in between . 	 a bunk bed 	36	46	0	0
a roofed terrace with hammocks , wooden pillars , a wooden rail and a view onto the jungle in the background . 	 the background 	94	108	0	0
a roofed terrace with hammocks , wooden pillars , a wooden rail and a view onto the jungle in the background . 	 a roofed terrace 	0	16	0	0
a roofed terrace with hammocks , wooden pillars , a wooden rail and a view onto the jungle in the background . 	 a roofed terrace 	0	16	0	0
a roofed terrace with hammocks , wooden pillars , a wooden rail and a view onto the jungle in the background . 	 a roofed terrace 	0	16	0	0
a roofed terrace with hammocks , wooden pillars , a wooden rail and a view onto the jungle in the background . 	 the jungle 	80	90	0	0
a roofed terrace with hammocks , wooden pillars , a wooden rail and a view onto the jungle in the background . 	 the jungle 	80	90	0	0
a roofed terrace with hammocks , wooden pillars , a wooden rail and a view onto the jungle in the background . 	 the background 	94	108	0	0
a roofed terrace with hammocks , wooden pillars , a wooden rail and a view onto the jungle in the background . 	 the background 	94	108	0	0
a roofed terrace with hammocks , wooden pillars , a wooden rail and a view onto the jungle in the background . 	 a roofed terrace 	0	16	0	0
a roofed terrace with hammocks , wooden pillars , a wooden rail and a view onto the jungle in the background . 	 a roofed terrace 	0	16	1	0
a room with white walls , a single bed made of wood with white and violet bedcover . 	 a single bed 	26	38	1	1
on the left and on the right there is a window with white and violet curtains . 	 curtains 	69	77	1	0
on the left and on the right there is a window with white and violet curtains . 	 a window 	38	46	1	0
a room with white walls , a single bed made of wood with white and violet bedcover . 	 walls 	18	23	0	1
on the left and on the right there is a window with white and violet curtains . 	 curtains 	69	77	0	0
there is an iron fence in front of the hous and a tree on the right . 	 a tree 	48	54	1	0
there is an iron fence in front of the hous and a tree on the right . 	 an iron fence 	9	22	0	0
a white , two-storey house with a big , blue Hotel Plaza writing . 	 writing 	57	64	1	1
a white , two-storey house with a big , blue Hotel Plaza writing . 	 two-storey house 	10	26	1	1
there is an iron fence in front of the hous and a tree on the right . 	 an iron fence 	9	22	0	0
a white , two-storey house with a big , blue Hotel Plaza writing . 	 writing 	57	64	1	1
a room made of wood with two king-size beds and a wooden night table in between with a burning lamp above it . 	 beds 	39	43	1	0
a room made of wood with two king-size beds and a wooden night table in between with a burning lamp above it . 	 beds 	39	43	0	0
a room made of wood with two king-size beds and a wooden night table in between with a burning lamp above it . 	 beds 	39	43	0	0
a room made of wood with two king-size beds and a wooden night table in between with a burning lamp above it . 	 a room 	0	6	0	1
a room made of wood with two king-size beds and a wooden night table in between with a burning lamp above it . 	 a wooden night table 	48	68	0	0
a room made of wood with two king-size beds and a wooden night table in between with a burning lamp above it . 	 lamp 	95	99	0	0
there is a wooden fence , horses and grass in front of it and a snowcovered peak in the distant background . 	 grass 	37	42	0	0
a red house with a courtyard and a thatched roof . 	 a courtyard 	17	28	0	0
a red house with a courtyard and a thatched roof . 	 a courtyard 	17	28	0	0
there is a wooden fence , horses and grass in front of it and a snowcovered peak in the distant background . 	 a wooden fence 	9	23	0	0
a red house with a courtyard and a thatched roof . 	 a thatched roof 	33	48	0	0
there is a wooden fence , horses and grass in front of it and a snowcovered peak in the distant background . 	 a snowcovered peak 	62	80	0	0
a red house with a courtyard and a thatched roof . 	 a thatched roof 	33	48	0	0
there is a wooden fence , horses and grass in front of it and a snowcovered peak in the distant background . 	 a snowcovered peak 	62	80	0	0
there is a wooden fence , horses and grass in front of it and a snowcovered peak in the distant background . 	 a snowcovered peak 	62	80	0	0
there is a wooden fence , horses and grass in front of it and a snowcovered peak in the distant background . 	 a snowcovered peak 	62	80	0	0
a red house with a courtyard and a thatched roof . 	 a thatched roof 	33	48	0	0
a red house with a courtyard and a thatched roof . 	 a thatched roof 	33	48	0	0
there are cactuses on the left . 	 the left 	22	30	0	0
a white house with brown rooftiles , a lot of glass on the right and on the second floor . 	 a lot 	37	42	0	0
there are cactuses on the left . 	 cactuses 	10	18	1	0
a white house with brown rooftiles , a lot of glass on the right and on the second floor . 	 glass 	46	51	0	0
there are cactuses on the left . 	 the left 	22	30	0	0
there are cactuses on the left . 	 the left 	22	30	0	0
a white house with brown rooftiles , a lot of glass on the right and on the second floor . 	 a white house 	0	13	1	1
there is a couch chair and another night table with a lamp and a phone on the left , and a window with closed curtains behind the beds . 	 beds 	130	134	0	0
there is a couch chair and another night table with a lamp and a phone on the left , and a window with closed curtains behind the beds . 	 beds 	130	134	0	0
there is a couch chair and another night table with a lamp and a phone on the left , and a window with closed curtains behind the beds . 	 curtains 	110	118	0	0
a room with an orange and a white wall , two single beds made of wood with a multicoloured bedcover , white towels and a night table in between . 	 a white wall 	26	38	0	0
there is a couch chair and another night table with a lamp and a phone on the left , and a window with closed curtains behind the beds . 	 a lamp 	52	58	0	0
there is a couch chair and another night table with a lamp and a phone on the left , and a window with closed curtains behind the beds . 	 beds 	130	134	1	0
there is a couch chair and another night table with a lamp and a phone on the left , and a window with closed curtains behind the beds . 	 curtains 	110	118	0	0
there is a couch chair and another night table with a lamp and a phone on the left , and a window with closed curtains behind the beds . 	 curtains 	110	118	0	0
the courtyard of a two-storey building made of red bricks , brown wooden doors and red rooftiles , a swimming pool in the centre with canvas chairs , chairs and potted plants . 	 plants 	168	174	1	0
there are palm leafs in the foreground on the left . 	 the left 	42	50	0	0
the courtyard of a two-storey building made of red bricks , brown wooden doors and red rooftiles , a swimming pool in the centre with canvas chairs , chairs and potted plants . 	 pool 	110	114	0	0
the courtyard of a two-storey building made of red bricks , brown wooden doors and red rooftiles , a swimming pool in the centre with canvas chairs , chairs and potted plants . 	 canvas 	134	140	0	0
the courtyard of a two-storey building made of red bricks , brown wooden doors and red rooftiles , a swimming pool in the centre with canvas chairs , chairs and potted plants . 	 a two-storey building 	17	38	1	1
the courtyard of a two-storey building made of red bricks , brown wooden doors and red rooftiles , a swimming pool in the centre with canvas chairs , chairs and potted plants . 	 doors 	73	78	1	0
the courtyard of a two-storey building made of red bricks , brown wooden doors and red rooftiles , a swimming pool in the centre with canvas chairs , chairs and potted plants . 	 a two-storey building 	17	38	0	0
the courtyard of a two-storey building made of red bricks , brown wooden doors and red rooftiles , a swimming pool in the centre with canvas chairs , chairs and potted plants . 	 canvas 	134	140	0	0
a room with white walls , two single beds made of wood and with golden bedcover , a night table in between and two lamps above it . 	 beds 	37	41	1	0
a room with white walls , two single beds made of wood and with golden bedcover , a night table in between and two lamps above it . 	 beds 	37	41	1	0
